,CIK,TokenCount,TotalProportion
10K/1026655-10-K-20210311.txt,1026655,167398.0,0.00044206023
10K/102729-10-K-20210224.txt,102729,380504.0,7.358661e-05
10K/102752-10-K-20210305.txt,102752,213253.0,0.00096129946
10K/1027838-10-K-20210223.txt,1027838,175594.0,0.0012358053
10K/1028918-10-K-20210226.txt,1028918,454219.0,0.00056580635
10K/1029125-10-K-20210325.txt,1029125,50978.0,0.0010592805
10K/1029142-10-K-20210225.txt,1029142,185738.0,0.002546598
10K/1029199-10-K-20210222.txt,1029199,197010.0,0.00044667782
10K/1029800-10-K-20210113.txt,1029800,189479.0,0.001994944
10K/1029831-10-K-20210303.txt,1029831,180975.0,0.000574665
10K/1030192-10-K-20210331.txt,1030192,73924.0,0.0010010281
10K/1030469-10-K-20210226.txt,1030469,359918.0,0.000730722
10K/1031029-10-K-20210316.txt,1031029,160593.0,0.00070364214
10K/1031093-10-K-20210128.txt,1031093,36181.0,0.0011055527
10K/1031203-10-K-20210224.txt,1031203,200090.0,0.0011194962
10K/1031233-10-K-20210330.txt,1031233,145804.0,0.0012756852
10K/1031235-10-K-20210331.txt,1031235,74233.0,0.0022227312
10K/1031296-10-K-20210218.txt,1031296,324758.0,0.0010192204
10K/1031308-10-K-20210302.txt,1031308,340748.0,0.000293472
10K/1031316-10-K-20210216.txt,1031316,113103.0,0.0005746974
10K/103145-10-K-20210222.txt,103145,193301.0,0.0003673028
10K/1031623-10-K-20210330.txt,1031623,328714.0,0.0007270758
10K/1032033-10-K-20210225.txt,1032033,371632.0,0.00082608603
10K/1032208-10-K-20210225.txt,1032208,1967286.0,0.00020129254
10K/10329-10-K-20210121.txt,10329,156754.0,0.0010207077
10K/1032975-10-K-20210512.txt,1032975,216917.0,0.0006961188
10K/1033012-10-K-20210226.txt,1033012,292792.0,0.00034837017
10K/1033128-10-K-20210216.txt,1033128,251805.0,0.00014296778
10K/103379-10-K-20210527.txt,103379,302121.0,0.0008208632
10K/1033905-10-K-20210226.txt,1033905,166426.0,0.0012377874
10K/1034054-10-K-20210225.txt,1034054,213724.0,0.00015908368
10K/1034563-10-K-20210226.txt,1034563,246442.0,0.00036925523
10K/1034670-10-K-20210219.txt,1034670,254072.0,0.00031487137
10K/1034760-10-K-20210323.txt,1034760,77121.0,0.000427899
10K/1034842-10-K-20210302.txt,1034842,172011.0,0.0016626844
10K/1035002-10-K-20210223.txt,1035002,269228.0,0.00071686454
10K/1035092-10-K-20210326.txt,1035092,211722.0,0.00060456636
10K/1035201-10-K-20210225.txt,1035201,186711.0,0.00032670813
10K/1035216-10-K-20210225.txt,1035216,404643.0,0.00042012343
10K/1035267-10-K-20210210.txt,1035267,211606.0,0.0013326654
10K/1035354-10-K-20210312.txt,1035354,153006.0,0.000784283
10K/1035443-10-K-20210201.txt,1035443,2787085.0,0.00012916721
10K/1035976-10-K-20210312.txt,1035976,235249.0,0.0007864008
10K/1035983-10-K-20210225.txt,1035983,186367.0,0.0006331593
10K/1036044-10-K-20210312.txt,1036044,118543.0,0.00042178787
10K/1036188-10-K-20210413.txt,1036188,178107.0,0.0007186691
10K/1036262-10-K-20210323.txt,1036262,90068.0,0.0016321002
10K/103682-10-K-20210225.txt,103682,561404.0,6.234369e-05
10K/1036848-10-K-20210415.txt,1036848,78922.0,0.002331416
10K/1037038-10-K-20210520.txt,1037038,275085.0,0.0013304978
10K/103730-10-K-20210224.txt,103730,221112.0,0.00056984695
10K/1037390-10-K-20210218.txt,1037390,186427.0,0.0010567139
10K/1037540-10-K-20210226.txt,1037540,338056.0,0.00058274367
10K/1037646-10-K-20210208.txt,1037646,193473.0,0.00039798836
10K/1037676-10-K-20210212.txt,1037676,567003.0,0.00015872932
10K/1037868-10-K-20210218.txt,1037868,197671.0,0.0003187114
10K/1037976-10-K-20210218.txt,1037976,508822.0,0.00017098317
10K/1038074-10-K-20210203.txt,1038074,157086.0,0.0004010542
10K/1038133-10-K-20210226.txt,1038133,230243.0,0.00069057476
10K/1038277-10-K-20210330.txt,1038277,168139.0,0.00018437127
10K/1038357-10-K-20210301.txt,1038357,395767.0,0.0003613237
10K/1038509-10-K-20210319.txt,1038509,258930.0,0.00039779092
10K/103872-10-K-20210114.txt,103872,154446.0,0.00062157644
10K/1038773-10-K-20210316.txt,1038773,220438.0,0.0010252316
10K/1039399-10-K-20210222.txt,1039399,188445.0,0.0005678049
10K/1039466-10-K-20210330.txt,1039466,60633.0,0.0002144047
10K/1039684-10-K-20210223.txt,1039684,1129081.0,7.882517e-05
10K/1039828-10-K-20210301.txt,1039828,488591.0,0.00013712901
10K/1040130-10-K-20210525.txt,1040130,87510.0,0.0010970174
10K/1040161-10-K-20210310.txt,1040161,148048.0,0.00042553767
10K/1040765-10-K-20210216.txt,1040765,325466.0,0.0006513737
10K/1040829-10-K-20210226.txt,1040829,237328.0,0.0011798018
10K/1040850-10-K-20210303.txt,1040850,1944239.0,9.258121e-06
10K/1040896-10-K-20210329.txt,1040896,58859.0,0.0009344365
10K/1040971-10-K-20210226.txt,1040971,306339.0,0.00017301095
10K/1041024-10-K-20210331.txt,1041024,221783.0,0.0006492833
10K/1041061-10-K-20210222.txt,1041061,258811.0,0.00070707966
10K/1041588-10-K-20210104.txt,1041588,3576.0,0.0011185682
10K/1041657-10-K-20210331.txt,1041657,142877.0,0.0007978891
10K/104169-10-K-20210319.txt,104169,197042.0,0.0006445326
10K/1041859-10-K-20210329.txt,1041859,154354.0,0.0015483887
10K/1042046-10-K-20210225.txt,1042046,927523.0,0.00012398614
10K/1042074-10-K-20210325.txt,1042074,137817.0,0.00090699986
10K/1042187-10-K-20210416.txt,1042187,175605.0,0.00026764613
10K/1042418-10-K-20210326.txt,1042418,64603.0,0.00055724964
10K/1042642-10-K-20210324.txt,1042642,202203.0,0.00046982488
10K/1042729-10-K-20210305.txt,1042729,226142.0,0.0010435921
10K/1042773-10-K-20210225.txt,1042773,409368.0,0.0006424537
10K/1042776-10-K-20210217.txt,1042776,187003.0,0.0006898285
10K/1042893-10-K-20210225.txt,1042893,158808.0,0.0011523349
10K/1043000-10-K-20210331.txt,1043000,185164.0,0.001625586
10K/1043121-10-K-20210226.txt,1043121,338056.0,0.00058274367
10K/1043186-10-K-20210316.txt,1043186,184093.0,0.00049431535
10K/1043219-10-K-20210219.txt,1043219,347424.0,0.0003799392
10K/1043277-10-K-20210219.txt,1043277,253303.0,0.00039083627
10K/1043337-10-K-20210224.txt,1043337,207150.0,0.0005599807
10K/1043509-10-K-20210223.txt,1043509,222410.0,0.0008497819
10K/1043604-10-K-20210212.txt,1043604,274700.0,0.00037131415
10K/1043894-10-K-20210331.txt,1043894,59448.0,0.0008074283
10K/1043951-10-K-20210326.txt,1043951,82421.0,0.00128608
10K/1043961-10-K-20210329.txt,1043961,115837.0,0.0006388287
10K/1044378-10-K-20210331.txt,1044378,121519.0,0.0023041663
10K/1044777-10-K-20210225.txt,1044777,184185.0,0.0009175557
10K/1045309-10-K-20210226.txt,1045309,588786.0,0.00013587279
10K/1045450-10-K-20210225.txt,1045450,307864.0,0.0018482187
10K/10456-10-K-20210211.txt,10456,285579.0,0.00044821223
10K/1045609-10-K-20210211.txt,1045609,1062663.0,4.7051606e-05
10K/1045610-10-K-20210211.txt,1045610,1062663.0,4.7051606e-05
10K/1045742-10-K-20210113.txt,1045742,140929.0,0.0006244279
10K/1045810-10-K-20210226.txt,1045810,179548.0,0.0004177156
10K/1046025-10-K-20210226.txt,1046025,614773.0,0.0005416633
10K/1046102-10-K-20210218.txt,1046102,514121.0,0.00029954038
10K/1046203-10-K-20210312.txt,1046203,209232.0,0.0007264663
10K/1046257-10-K-20210224.txt,1046257,237058.0,0.0001813902
10K/1046311-10-K-20210226.txt,1046311,283474.0,0.001361677
10K/1046327-10-K-20210315.txt,1046327,155698.0,0.00080925896
10K/1046568-10-K-20210224.txt,1046568,200794.0,0.0002938335
10K/1046995-10-K-20210319.txt,1046995,235074.0,0.0009146056
10K/1047127-10-K-20210219.txt,1047127,217302.0,0.00040036446
10K/1047166-10-K-20210127.txt,1047166,195097.0,0.0011635238
10K/1047335-10-K-20210219.txt,1047335,169271.0,0.0014237524
10K/1047340-10-K-20210224.txt,1047340,546261.0,0.0002947309
10K/1047862-10-K-20210218.txt,1047862,397836.0,0.0009275179
10K/1047884-10-K-20210226.txt,1047884,224819.0,0.0010052532
10K/104819-10-K-20210301.txt,104819,249924.0,0.00065619947
10K/1048286-10-K-20210218.txt,1048286,314631.0,0.0005212455
10K/1048477-10-K-20210226.txt,1048477,224953.0,0.00064457906
10K/1048789-10-K-20210226.txt,1048789,141328.0,0.0016344957
10K/104889-10-K-20210224.txt,104889,308665.0,0.0005734372
10K/104894-10-K-20210216.txt,104894,250916.0,0.00058983883
10K/1049011-10-K-20210415.txt,1049011,26361.0,0.0006828269
10K/104918-10-K-20210224.txt,104918,365177.0,0.0002765782
10K/1049502-10-K-20210223.txt,1049502,254771.0,0.0004239101
10K/1049606-10-K-20210303.txt,1049606,94449.0,0.00094230747
10K/1049782-10-K-20210226.txt,1049782,324625.0,0.00041894492
10K/105016-10-K-20210226.txt,105016,174952.0,0.0009831268
10K/1050377-10-K-20210316.txt,1050377,141539.0,0.0008972792
10K/1050441-10-K-20210301.txt,1050441,301617.0,0.0009913234
10K/1050446-10-K-20210212.txt,1050446,200893.0,0.0005127108
10K/1050606-10-K-20210304.txt,1050606,174507.0,0.0012778857
10K/1050743-10-K-20210312.txt,1050743,269302.0,0.0004641629
10K/1050797-10-K-20210225.txt,1050797,168887.0,0.0007638243
10K/1050825-10-K-20210420.txt,1050825,236728.0,0.0005449292
10K/1050915-10-K-20210301.txt,1050915,287606.0,0.000983985
10K/1051343-10-K-20210315.txt,1051343,149998.0,0.001666689
10K/1051470-10-K-20210222.txt,1051470,217785.0,0.00017448401
10K/1051512-10-K-20210218.txt,1051512,558548.0,7.340461e-05
10K/1051514-10-K-20210325.txt,1051514,103726.0,0.0018221083
10K/1051627-10-K-20210323.txt,1051627,208128.0,0.00041320725
10K/1052054-10-K-20210317.txt,1052054,94988.0,0.0006948246
10K/1052100-10-K-20210219.txt,1052100,184553.0,0.00017339192
10K/1052354-10-K-20210330.txt,1052354,66903.0,0.0004484104
10K/1052752-10-K-20210225.txt,1052752,372785.0,0.00021728342
10K/1053059-10-K-20210219.txt,1053059,299999.0,0.0004366681
10K/105319-10-K-20210225.txt,105319,225884.0,0.0007658798
10K/1053352-10-K-20210305.txt,1053352,279362.0,0.00039375434
10K/1053507-10-K-20210225.txt,1053507,568775.0,0.00015999297
10K/1053584-10-K-20210218.txt,1053584,132588.0,0.0014707213
10K/1053691-10-K-20210317.txt,1053691,67951.0,0.0012509014
10K/1053706-10-K-20210304.txt,1053706,150225.0,0.00020635713
10K/1054102-10-K-20210401.txt,1054102,122380.0,0.0010786076
10K/105418-10-K-20210311.txt,105418,90241.0,0.0008532707
10K/1054721-10-K-20210318.txt,1054721,99838.0,0.00028045435
10K/1054905-10-K-20210217.txt,1054905,177021.0,0.00048016902
10K/1055160-10-K-20210223.txt,1055160,323848.0,0.00061139796
10K/1055726-10-K-20210301.txt,1055726,385412.0,0.0023662988
10K/1056285-10-K-20210326.txt,1056285,122564.0,0.0010280344
10K/1056288-10-K-20210226.txt,1056288,201914.0,0.00062402803
10K/105634-10-K-20210225.txt,105634,219764.0,0.00057789264
10K/1056358-10-K-20210319.txt,1056358,176325.0,0.00055012055
10K/1056696-10-K-20210205.txt,1056696,118776.0,0.0003788644
10K/1056903-10-K-20210222.txt,1056903,244672.0,0.00079698535
10K/1056943-10-K-20210316.txt,1056943,263799.0,0.0005193348
10K/1057083-10-K-20210312.txt,1057083,162677.0,0.00076224667
10K/1057352-10-K-20210224.txt,1057352,200579.0,0.0005484123
10K/1057379-10-K-20210312.txt,1057379,139797.0,0.00066525035
10K/105744-10-K-20210331.txt,105744,28384.0,0.0008455468
10K/105770-10-K-20210223.txt,105770,226058.0,0.0001725221
10K/1057706-10-K-20210301.txt,1057706,540028.0,0.0010277245
10K/1057877-10-K-20210218.txt,1057877,598047.0,0.00018894835
10K/1058057-10-K-20210316.txt,1058057,231995.0,0.0004439751
10K/1058090-10-K-20210210.txt,1058090,94264.0,0.0012305864
10K/1058290-10-K-20210212.txt,1058290,406290.0,0.0003716557
10K/1058307-10-K-20210322.txt,1058307,105593.0,0.0022539373
10K/1058330-10-K-20210421.txt,1058330,38130.0,0.0
10K/1058623-10-K-20210223.txt,1058623,166666.0,0.0006300025
10K/1058811-10-K-20210305.txt,1058811,308146.0,0.00034399278
10K/1058867-10-K-20210312.txt,1058867,268236.0,0.00048091979
10K/1059142-10-K-20210225.txt,1059142,256355.0,0.0006631429
10K/1059262-10-K-20210222.txt,1059262,353825.0,0.0006104713
10K/1059556-10-K-20210222.txt,1059556,1029652.0,0.00013402586
10K/1060219-10-K-20210312.txt,1060219,207612.0,0.00079475174
10K/1060224-10-K-20210223.txt,1060224,301567.0,0.000119376455
10K/1060349-10-K-20210305.txt,1060349,138845.0,0.0003601138
10K/1060386-10-K-20210224.txt,1060386,301854.0,0.0004472361
10K/1060391-10-K-20210223.txt,1060391,332676.0,0.00058014406
10K/1060736-10-K-20210212.txt,1060736,2670750.0,8.125058e-05
10K/1060822-10-K-20210226.txt,1060822,204245.0,0.001517785
10K/1061027-10-K-20210224.txt,1061027,92956.0,0.0011941134
10K/1061069-10-K-20210311.txt,1061069,94007.0,0.0024572639
10K/1061219-10-K-20210301.txt,1061219,316864.0,0.00024616238
10K/1061630-10-K-20210210.txt,1061630,244156.0,0.0013106375
10K/1061937-10-K-20210225.txt,1061937,230824.0,0.00088812254
10K/1061983-10-K-20210226.txt,1061983,173389.0,0.00046139027
10K/1062128-10-K-20210330.txt,1062128,35063.0,0.0003422411
10K/1062231-10-K-20210212.txt,1062231,224223.0,0.0006332981
10K/1062506-10-K-20210331.txt,1062506,29661.0,0.00020228582
10K/1062822-10-K-20210312.txt,1062822,154260.0,0.0003241281
10K/1063344-10-K-20210329.txt,1063344,201607.0,0.0012846777
10K/1063537-10-K-20210225.txt,1063537,92923.0,0.00037665595
10K/1063761-10-K-20210225.txt,1063761,733182.0,0.0002741475
10K/1064722-10-K-20210414.txt,1064722,43461.0,0.0008053197
10K/1064728-10-K-20210223.txt,1064728,1960247.0,4.2341602e-05
10K/1065059-10-K-20210322.txt,1065059,212261.0,0.00025440377
10K/1065078-10-K-20210331.txt,1065078,64197.0,0.0005607739
10K/1065088-10-K-20210204.txt,1065088,243676.0,0.00025854004
10K/1065201-10-K-20210330.txt,1065201,63975.0,0.0007971864
10K/1065280-10-K-20210128.txt,1065280,126812.0,0.0002917705
10K/106532-10-K-20210312.txt,106532,135635.0,0.00092896377
10K/1065332-10-K-20210225.txt,1065332,161903.0,0.00084000913
10K/106535-10-K-20210219.txt,106535,817168.0,6.485814e-05
10K/1065696-10-K-20210226.txt,1065696,304441.0,0.00077519123
10K/1065837-10-K-20210226.txt,1065837,165040.0,0.0007452739
10K/1066247-10-K-20210217.txt,1066247,283675.0,0.0009940953
10K/106640-10-K-20210211.txt,106640,809507.0,0.00013217922
10K/1066605-10-K-20210224.txt,1066605,176490.0,0.000526942
10K/1066656-10-K-20210325.txt,1066656,65623.0,0.000899075
10K/1066684-10-K-20210326.txt,1066684,22421.0,0.0009366219
10K/1066764-10-K-20210326.txt,1066764,41021.0,0.0005119329
10K/1066923-10-K-20210415.txt,1066923,113801.0,0.0015465594
10K/1067063-10-K-20210225.txt,1067063,382776.0,0.00054601126
10K/1067701-10-K-20210127.txt,1067701,195097.0,0.0011635238
10K/1067837-10-K-20210301.txt,1067837,247187.0,0.00060278253
10K/1067873-10-K-20210506.txt,1067873,45705.0,0.0004813478
10K/1067983-10-K-20210301.txt,1067983,287366.0,0.00048022383
10K/1068148-10-K-20210315.txt,1068148,276806.0,0.00024927207
10K/1068689-10-K-20210323.txt,1068689,1188376.0,0.00010181963
10K/1068851-10-K-20210226.txt,1068851,252299.0,0.0006143504
10K/1068875-10-K-20210226.txt,1068875,199119.0,0.00048212375
10K/1069157-10-K-20210226.txt,1069157,398463.0,0.00086080766
10K/1069183-10-K-20210226.txt,1069183,185875.0,0.00060255546
10K/1069202-10-K-20210216.txt,1069202,229741.0,0.00072255277
10K/1069258-10-K-20210225.txt,1069258,334195.0,0.00035308726
10K/1069308-10-K-20210301.txt,1069308,254415.0,0.00045594797
10K/1069394-10-K-20210331.txt,1069394,72922.0,0.00049367815
10K/1069530-10-K-20210323.txt,1069530,121982.0,0.00054926134
10K/1069680-10-K-20210308.txt,1069680,16483.0,0.0009706971
10K/1069878-10-K-20210222.txt,1069878,142753.0,0.0004203064
10K/1069996-10-K-20210329.txt,1069996,861393.0,5.8045516e-05
10K/1070050-10-K-20210331.txt,1070050,83436.0,0.000611247
10K/1070081-10-K-20210225.txt,1070081,282409.0,0.00106583
10K/1070154-10-K-20210226.txt,1070154,362966.0,0.0005151998
10K/1070235-10-K-20210331.txt,1070235,231138.0,0.00086528395
10K/1070296-10-K-20210315.txt,1070296,200546.0,0.00067814864
10K/1070412-10-K-20210209.txt,1070412,319877.0,0.00024696992
10K/1070423-10-K-20210301.txt,1070423,792742.0,0.00015768055
10K/1070494-10-K-20210225.txt,1070494,185573.0,0.0006143135
10K/1070680-10-K-20210323.txt,1070680,160667.0,0.0005477167
10K/1070750-10-K-20210225.txt,1070750,230824.0,0.00088812254
10K/1070985-10-K-20210222.txt,1070985,229374.0,0.0009809308
10K/1071236-10-K-20210319.txt,1071236,184934.0,0.00048125276
10K/1071255-10-K-20210312.txt,1071255,182013.0,0.001021905
10K/1071739-10-K-20210222.txt,1071739,236879.0,0.00044748586
10K/1071993-10-K-20210310.txt,1071993,176223.0,0.0008511942
10K/1072379-10-K-20210331.txt,1072379,188220.0,0.0002550207
10K/1072627-10-K-20210329.txt,1072627,507954.0,0.00026183474
10K/107263-10-K-20210224.txt,107263,626269.0,7.98379e-05
10K/1073429-10-K-20210224.txt,1073429,335630.0,0.0005214075
10K/1074902-10-K-20210310.txt,1074902,234705.0,0.00034937475
